LAT,LON,SPEED,COURSE,HEADING,DESTINATION,FLAG,LENGTH,SHIPNAME,SHIPTYPE,SHIP_ID,WIDTH,DWT,DATETIME,PORT,date,week_nb,ship_type,port,is_parked
54.44404,18.65267,0,319,321,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 01:41:01,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44401,18.65272,0,122,321,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 01:43:01,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44401,18.65272,0,122,321,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 01:45:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44407,18.65278,1,351,315,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 01:47:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44411,18.65279,0,351,312,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 01:49:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44411,18.65279,0,351,312,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 01:51:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44409,18.65288,0,128,313,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 01:53:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44411,18.65282,0,306,314,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 01:55:01,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44411,18.65282,0,306,314,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 01:57:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44411,18.65285,0,56,315,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 01:59:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44411,18.65291,0,22,312,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 02:01:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44411,18.65291,0,22,312,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 02:03:01,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44415,18.65287,1,313,308,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 02:05:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44413,18.65298,1,110,310,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 02:07:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44413,18.65298,1,110,310,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 02:09:01,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44418,18.65293,1,329,311,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 02:11:01,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44419,18.65295,0,93,310,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 02:13:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44419,18.65295,0,93,310,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 02:15:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.4442,18.65307,1,28,304,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 02:17:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44424,18.65305,0,299,298,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 02:19:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44424,18.65305,0,299,298,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 02:21:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44419,18.6531,0,150,301,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 02:23:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44419,18.65297,1,273,310,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 02:25:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44419,18.65297,1,273,310,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 02:27:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44419,18.65296,0,151,314,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 02:29:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44422,18.65308,0,33,305,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 02:31:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44422,18.65308,0,33,305,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 02:33:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44422,18.65308,0,33,305,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 02:35:01,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44423,18.65307,0,183,301,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 02:37:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44423,18.65307,0,183,301,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 02:39:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44419,18.65302,0,255,308,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 02:41:03,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44421,18.65301,0,348,308,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 02:43:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44421,18.65301,0,348,308,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 02:45:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44421,18.65301,0,348,308,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 02:47:01,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44416,18.65299,0,258,306,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 02:49:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44416,18.65299,0,258,306,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 02:51:10,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44413,18.65288,0,226,311,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 02:53:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44407,18.65287,0,173,314,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 02:55:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44407,18.65287,0,173,314,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 02:57:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44409,18.65286,0,311,314,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 02:59:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44408,18.65286,0,284,314,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 03:01:10,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44408,18.65286,0,284,314,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 03:03:01,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44411,18.65291,0,19,314,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 03:05:01,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44416,18.65286,0,328,312,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 03:07:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44416,18.65286,0,328,312,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 03:09:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44416,18.65286,0,328,312,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 03:11:01,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44411,18.65294,0,131,311,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 03:13:01,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44411,18.65294,0,131,311,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 03:15:01,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44412,18.65283,0,285,312,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 03:17:01,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44412,18.65277,1,272,314,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 03:19:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44412,18.65277,1,272,314,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 03:21:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44407,18.65275,0,159,317,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 03:23:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44404,18.65277,1,160,317,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 03:25:01,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44404,18.65277,1,160,317,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 03:27:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44406,18.65273,0,305,318,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 03:29:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44407,18.65268,0,307,320,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 03:31:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44407,18.65268,0,307,320,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 03:33:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44407,18.65268,0,307,320,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 03:35:01,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44405,18.65272,0,131,319,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 03:37:01,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44405,18.65272,0,131,319,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 03:39:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44404,18.65281,0,107,316,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 03:41:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44408,18.6528,0,324,314,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 03:43:01,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44408,18.6528,0,324,314,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 03:45:01,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.4441,18.65278,0,20,313,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 03:47:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44409,18.65286,1,129,312,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 03:49:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44409,18.65286,1,129,312,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 03:51:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44411,18.65285,0,284,313,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 03:53:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44412,18.65279,0,327,315,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 03:55:01,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44412,18.65279,0,327,315,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 03:57:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44411,18.65278,0,83,316,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 03:59:01,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44408,18.65288,1,125,314,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 04:01:01,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44408,18.65288,1,125,314,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 04:03:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44411,18.65285,0,322,312,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 04:05:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44412,18.65278,1,305,312,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 04:07:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44412,18.65278,1,305,312,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 04:09:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.4441,18.65281,0,156,313,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 04:11:01,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44406,18.65289,1,130,314,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 04:13:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44406,18.65289,1,130,314,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 04:15:01,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44411,18.65274,0,298,315,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 04:17:01,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44413,18.65271,1,305,316,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 04:19:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44413,18.65271,1,305,316,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 04:21:01,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44408,18.65273,1,145,317,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 04:23:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44402,18.65284,0,125,318,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 04:25:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44402,18.65284,0,125,318,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 04:27:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44411,18.65278,0,340,312,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 04:29:01,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44409,18.65286,1,97,310,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 04:31:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44409,18.65286,1,97,310,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 04:33:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44407,18.65289,0,266,313,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 04:35:01,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44406,18.65281,0,235,317,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 04:37:01,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44406,18.65281,0,235,317,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 04:39:10,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.444,18.65282,0,146,317,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 04:41:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44404,18.65276,0,301,315,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 04:43:01,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44404,18.65276,0,301,315,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 04:45:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44402,18.65269,0,188,315,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 04:47:01,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44398,18.65269,1,171,319,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 04:49:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44398,18.65269,1,171,319,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 04:51:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44394,18.65264,0,309,324,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 04:53:01,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44398,18.65258,0,319,325,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 04:55:01,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44398,18.65258,0,319,325,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 04:57:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44398,18.6526,0,315,326,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 04:59:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44394,18.65265,0,134,325,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 05:01:01,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44394,18.65265,0,134,325,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 05:03:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44398,18.65267,2,0,320,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 05:05:01,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44401,18.6527,0,88,317,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 05:07:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44401,18.6527,0,88,317,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 05:09:10,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.444,18.65275,0,147,318,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 05:11:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44402,18.6527,0,323,320,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 05:13:09,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44402,18.6527,0,323,320,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 05:15:01,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44405,18.6527,0,357,319,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 05:17:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44405,18.65272,1,118,317,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 05:19:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44405,18.65272,1,118,317,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 05:21:01,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44401,18.65282,0,137,315,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 05:23:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44407,18.65273,0,311,314,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 05:25:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44407,18.65273,0,311,314,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 05:27:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44405,18.6527,0,313,315,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 05:29:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44404,18.65272,0,148,316,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 05:31:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44404,18.65272,0,148,316,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 05:33:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.444,18.65277,0,154,316,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 05:35:01,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44402,18.65273,0,259,316,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 05:37:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44402,18.65273,0,259,316,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 05:39:01,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44402,18.65263,1,223,319,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 05:41:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44397,18.65267,0,172,323,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 05:43:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44397,18.65267,0,172,323,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 05:45:01,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44397,18.65263,0,314,324,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 05:47:01,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44398,18.65261,0,343,323,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 05:49:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44398,18.65261,0,343,323,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 05:51:01,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44399,18.65266,0,99,321,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 05:53:01,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44403,18.65275,1,35,319,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 05:55:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44403,18.65275,1,35,319,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 05:57:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44407,18.65278,1,19,313,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 05:59:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44416,18.65291,1,61,308,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 06:01:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44416,18.65291,1,61,308,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 06:03:01,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44416,18.65298,0,75,304,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 06:05:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44418,18.65297,1,296,303,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 06:07:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44418,18.65297,1,296,303,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 06:09:01,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44416,18.65292,1,232,304,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 06:11:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44411,18.65285,0,206,308,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 06:13:01,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44411,18.65285,0,206,308,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 06:15:01,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44405,18.65278,0,229,314,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 06:17:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44402,18.65271,0,228,319,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 06:19:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44402,18.65271,0,228,319,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 06:21:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
54.44401,18.65272,0,337,320,GDANSK,MT,100,KAROLI,7,2764,14,5727,2016/12/20 06:23:02,gdansk,2016-12-20,51,Cargo,Gdańsk,1
